ID,Pm,Po,Ps,hm,hs,Lmotive,DmotiveIn,DmotiveOut,Dthroat,alphaMotiveDiff,alphaMotiveConv,ThicknessNozzle,Lmch,alphaSuction,Dmix,Lmix,alphadiff, DdiffOut,Loutlet,ConvergenceIndicator,CrashIndicator,Experiment_model_type,mfr_m,mfr_s,mfr_o,mfr_err,uni_alpha,uni_vel,ds1
59,7922500.0,5038500.0,3839500.0,281500.0,397200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.067926892,-0.13431813,0.066390176,-1.0620000000099994e-06,0.99999991,0.99906316,0.19930830972380364
60,10977500.0,5135500.0,4244500.0,310500.0,381200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.095957907,0.050295754,-0.14662738,-0.00037371900000002234,0.9999714,0.93622465,0.006453869161956912
61,7532500.0,5357500.0,5054500.0,262500.0,387600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.07483765,0.030675017,-0.095359746,0.01015292100000001,0.99478338,0.91672761,0.04851677829301213
62,10262500.0,5795500.0,4946500.0,300500.0,453200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.092527267,0.014556789,-0.10718736,-0.00010330399999999851,0.99995891,0.94920948,0.015773917694935653
63,7727500.0,3532500.0,2921500.0,296500.0,416400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.058829031,0.016952387,-0.075886647,-0.00010522900000001223,0.99997617,0.93924042,0.01463417218779444
64,12927500.0,5300500.0,5081500.0,339500.0,414800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.10167872,0.15718359,-0.25884503,1.728000000006391e-05,0.99999921,0.9798273,0.0012446438079448728
65,8117500.0,5017500.0,3650500.0,266500.0,396400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.082307818,-0.15226494,0.077050245,0.007093123000000021,0.99999986,0.99908211,0.22469013412929115
66,11237500.0,5506500.0,5189500.0,315500.0,393200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.096290832,0.1561773,-0.25247057,-2.437999999993501e-06,0.99999565,0.9743766,0.0011230820839130478
67,11887500.0,3550500.0,3191500.0,313500.0,408400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.1047164,0.080962851,-0.18551653,0.0001627209999999768,0.99999809,0.96787382,0.0016559974118340837
68,8182500.0,4192500.0,3623500.0,252500.0,419600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.094935764,-0.060702481,0.02170105,0.055934333,0.99999984,0.98910087,0.07407921284186501
69,8962500.0,4978500.0,4703500.0,268500.0,405200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.095202721,0.10517963,-0.18384271,0.01653964100000002,0.99987218,0.92709053,0.02380203935106817
70,13902500.0,4054500.0,2813500.0,245500.0,434800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
71,13837500.0,3810500.0,2975500.0,282500.0,438800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.14525362,0.066063119,-0.19113175,0.020184989000000014,0.99995989,0.93629353,0.02080529665806518
72,8312500.0,3651500.0,3110500.0,318500.0,432400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.058752727,0.047435175,-0.10669971,-0.0005118080000000025,0.99998817,0.93742589,0.009908625272924479
73,13057500.0,5815500.0,5162500.0,277500.0,459600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.14062384,-0.11647983,0.091518781,0.11566279099999999,0.99999936,0.99881864,0.04722162663979589
74,9612500.0,4041500.0,3542500.0,304500.0,415600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.081126406,0.090242729,-0.17303599,-0.0016668549999999949,0.99999026,0.9518295,0.005596814537477041
75,11757500.0,5368500.0,5135500.0,259500.0,401200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.13838989,0.03429288,-0.079243453,0.09343931699999998,0.99968358,0.93876209,0.021122253321782115
76,9027500.0,4052500.0,3245500.0,253500.0,434000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
77,13122500.0,5789500.0,4352500.0,330500.0,422800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.10804078,0.0023512601,-0.11044717,-5.512989999999218e-05,0.99999084,0.94584896,0.002666023048988727
78,12342500.0,4736500.0,3677500.0,251500.0,385200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
79,8377500.0,5641500.0,4190500.0,271500.0,456400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.083111956,-0.16863784,0.090887382,0.005361497999999992,0.99999998,0.99913295,0.2714579853664931
80,8897500.0,4327500.0,3002500.0,265500.0,403600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.096496018,-0.10847319,0.031147593,0.019170421000000007,0.99999998,0.99891327,0.33273234848014965
81,12472500.0,4346500.0,4001500.0,306500.0,433200.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.11521724,0.10760706,-0.22438943,-0.001565129999999998,0.99999239,0.97963838,0.0004627001331761242
82,10782500.0,6898500.0,5405500.0,299500.0,388400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.099964276,-0.1425288,0.04255966,-4.864000000007196e-06,0.99999998,0.99896428,0.19071146107755266
83,7662500.0,5933500.0,5000500.0,279500.0,404400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
84,10457500.0,4334500.0,3947500.0,256500.0,454800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
85,13252500.0,6451500.0,5378500.0,269500.0,418000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
86,10132500.0,5218500.0,4271500.0,270500.0,386800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,1,HEM,1,1,1,100,1,1,1
87,11107500.0,4649500.0,4136500.0,305500.0,420400.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.10036642,0.11467684,-0.21491754,0.0001257200000000236,0.99998816,0.96450119,0.003601438901475529
88,9742500.0,4683500.0,3218500.0,328500.0,455600.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,1,0,HEM,0.072115771,-0.090915212,0.018781669,-1.7771999999999233e-05,0.99999998,0.99875317,0.2943899802336371
89,13317500.0,4266500.0,3137500.0,280500.0,422000.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.1412992,0.040885341,-0.15609114,0.026093401000000016,0.9996901,0.95957121,0.027169656962129328
90,8702500.0,4015500.0,3866500.0,322500.0,410800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.061691638,0.11343401,-0.17502546,0.00010018800000000105,0.99999823,0.97838755,0.0006949394613771283
91,12147500.0,5442500.0,4649500.0,333500.0,394800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.097010038,0.10945195,-0.20785097,-0.001388981999999983,0.9999982,0.94041811,0.003819569772104676
92,13447500.0,4797500.0,4676500.0,324500.0,458800.0,0.017294601431235054,0.01,0.00152,0.00141,3.0,35.0,0.0012,0.0042,42.0,0.004,0.026,6.0,0.012,0.02,2,0,HEM,0.1144472,0.12915981,-0.24320653,0.0004004800000000086,0.99999472,0.98586711,0.0017927057935815058
